book_id,name,category,author,publisher,discount,price,price_normal,point,description,review,img
69,예약판매 QA 편,Computer Science,남효진,2024.05.28,10%,"28,800원","정가32,000원","1,600p","소프트웨어 테스터로 성공적인 안착을 위해 노력하는 이들에게 이 책은 4주 동안 총 6개의 강의로 소프트웨어 테스트의 시작부터 종료 선언까지 모든 과정을 다루고 있습니다. 테스터로서 갖춰야 할 역량은 물론이고 테스트 단계에 따라 안내합 소프트웨어 품질 보증의 기본 개념부터 최신 기법, 문서 작성 방법까지 체계적으로 안내합니다. 또, 소프트웨어 생명주기 전체를 시각적으로 확인하면서 순서대로 진행할 수 있도록 로드맵을 제공합니다. QA로 취업하려는 취준생, 직무 전환을 고민하는 입문자, 역량 개발이 필요한 주니어까지 모두에게 유용한 가이드가 될 것입니다. 제로베이스에서 취업까지, 부트캠프 ‘부트캠프’ 시리즈는 취업, 이직 또는 직무 능력 향상을 필요로 하는 이들을 위한 가이드입니다. 실무 경험 또는 강의 경험이 풍부한 업계 선배들의 로드맵을 따라 취업부터 역량 개발까지 함께하세요.",0.0,kyobo/book_img_069.jpg
70,예약판매 최고의 프로덕트는 무엇이 다른가,Computer Science,유진호,2024.05.31,10%,"14,850원","정가16,500원",820p,"소프트웨어나 서비스를 개발할 때 기획서만 잘 쓰면 실패하지 않고 제품이 나올 수 있을까요? 수많은 책이 나왔고 방법론도 많이 있지만 여전히 어려운 문제들이 많습니다. 이 책은 단순한 방법론을 넘어 초기 기획부터 개발 과정까지 사람들과 어떻게 일해야 하는지, 조직구조는 어떻게 개선하는지에 대해 구체적으로 설명합니다.",0.0,kyobo/book_img_070.jpg
71,예약판매 챗GPT와 랭체인을 활용한 LLM 기반 AI 앱 개발,Computer Science,요시다 신고 외,2024.06.05,10%,"24,300원","정가27,000원","1,350p","이 책은 챗GPT와 랭체인 프레임워크를 이용해 대규모 언어 모델(LLM)을 실제로 사용할 수 있는 수준의 애플리케이션에 통합하는 방법을 단계별 실습을 통해 알려줍니다. OpenAI API와 랭체인의 기본 개념부터 웹 애플리케이션과 슬랙 앱 구현, 그리고 프로덕션 환경에 배포하기까지 실전 사례를 중심으로 LLM 애플리케이션 개발의 전 과정을 익힐 수 있습니다. 또한 벡터 데이터베이스, 서버리스 아키텍처 등 최신 기술의 활용법과 보안, 개인정보보호 등 실무에 필요한 노하우도 배울 수 있습니다. 이 책을 통해 여러분도 LLM의 무한한 잠재력을 현실에 적용할 수 있는 개발자로 한 걸음 더 나아갈 수 있을 것입니다. ★ 이 책에서 다루는 내용 ★ ◎ 챗GPT API와 랭체인 프레임워크의 기본 개념과 사용법 ◎ 프롬프트 엔지니어링 기법으로 LLM의 성능 끌어올리기 ◎ 외부 검색과 대화 기록을 활용한 웹 애플리케이션 개발 ◎ 스트리밍 응답과 슬랙 앱 통합으로 실용성 높은 챗봇 구현 ◎ 벡터 데이터베이스와 검색으로 자체 데이터에 기반한 질의응답 시스템 구축 ◎ AWS 람다와 서버리스 프레임워크를 활용한 프로덕션 환경 배포 ◎ LLM 애플리케이션의 테스트와 평가 및 보안 대책",0.0,kyobo/book_img_071.jpg
72,컴퓨터 구조와 운영체제 핵심 노트,Computer Science,서지영,2024.05.30,10%,"22,500원","정가25,000원","1,250p","IT 분야 입문이나 취업을 위해 빠르게 핵심 내용을 익혀야 하거나, 기사/기술사 시험에 대비해 정리가 필요하거나, IT 분야 취업 후 컴퓨터/운영체제 지식이 필요하거나, 컴퓨터 원리를 이해하여 더 나은 개발자가 되려고 한다면! 방대한 분량의 전공지식을 공부하기가 어렵다면! 예전에 배워서 다시 보면 쉬울 줄 알았는데 의외로 어렵고 헷갈린다면! 이 책은 20년 넘게 IT 분야에서 일하고 있는 저자가 기술사 시험을 준비하며 직접 정리한 핵심 노트다. 컴퓨터 구조와 운영체제의 기본기를 핵심 위주로 간결하게 복습할 수 있고, 각각의 개념과 동작 원리는 물론 둘의 연계 동작까지 아우를 수 있게 정리했다. 눈에 보이지 않는 개념과 원리를 그림으로 이해해 개념을 이미지로 떠올리게 구성하고, 그림 외에도 설명을 보충하고 쉽게 정리할 수 있도록 예시, 코드, 표 등을 적극 활용했다. 또한 학습 이해도를 측정할 수 있도록 챕터마다 핵심 요약과 확인 문제를 준비했다. 컴퓨터 구조와 운영체제, 이 책으로 필요한 핵심만 모아서 배우자!",0.0,kyobo/book_img_072.jpg
73,인공지능 사회문화학,Computer Science,박평종 외,2024.05.31,10%,"18,900원","정가21,000원","1,050p","인공지능은 ‘불현듯’ 출현했다 해도 과언이 아니다. 2016년 저 유명한 ‘알파고’가 세간의 관심을 끈 이후 모두가 주목하는 ‘놀라운’ 기술이 됐다. 그리고 채 10년도 지나지 않아 우리의 삶은 인공지능 이전과 이후로 나뉠 만큼 큰 폭의 변화를 맞고 있다. 실상 거의 모든 영역에서 인공지능이 인간을 대신하기 시작했고, 그 과정에서 인간은 어떻게 대응해야 할지 허둥대고 있다. 한편에서는 인공지능의 무한한 가능성에 환호를 보내지만, 다른 한편에서는 부정적 파급력에 제동을 걸어야 하며 나아가 기술개발을 중지해야 한다는 급진적인 견해를 내놓기도 한다. 그러나 베냐민이 언급했듯 기술이 실제 인간의 삶에 무사히 안착하는 데에는 여러 조건이 필요하다. 당장은 유용하지만 급하게 수용한 기술이 인간의 삶과 조화를 이룰지는 시간을 두고 지켜봐야 할 것이다. 이 책은 이런 맥락에서 인공지능이 인간의 삶에 들어온 이후 어떤 실질적인 변화를 만들어 내고 있는지 진단한다. 자율주행차로 대표되는 기술문화, 대중문화, 예술 및 시각문화의 세 영역에서 펼쳐지고 있는 변화의 양상을 현시점에서 꼼꼼히 검토함으로써 오늘의 현실을 직시하고, 그 긍정성과 부정성을 종합적으로 성찰해 보기를 제안한다. 나아가 작금의 현실에서 향후 가까운 미래에 또 다른 어떤 변화가 몰려올 것인지 가늠할 수 있는 계기를 마련하고자 한다.",0.0,kyobo/book_img_073.jpg
74,인공지능 기술비평학,Computer Science,박상용 외,2024.05.31,10%,"18,000원","정가20,000원","1,000p","기술은 개발된 상태 그대로 사회에 머무르지 않는다. 우리가 기술이 개발된 ‘지금’의 상태만큼이나 주목해야 할 것은 이 기술이 사회 안에서 자리 잡는 과정과 사용되는 방식이며, 그것이 다시 구성하게 될 기술-사회-사람의 관계다. 인류 역사상 가장 발전한 기술로 꼽히는 인공지능 기술도 마찬가지다. 인공지능 기술은 양적으로나 질적으로 매일 성장을 거듭하며 우리의 삶을 전혀 새로운 국면으로 가져다 놓을 듯이 다가오고 있다. 기술-사회-사람은 서로 경합하고 공생하며 꽤 오랫동안 서로 영향을 주고받으며 구성될 것이다. 인공지능 기술에 대한 이해가 기술 자체에 대한 이해에 그치지 않고 기술과 연결된 기술-사회-사람의 맥락에서 비평으로 확장되어 탐구되어야 할 이유가 여기에 있다. 이 책은 인공지능 기술-사회-사람에 대해 비판적인 탐구를 시도한다. 기술 설명, 사회 사례, 비평, 미래 전망을 반복적으로 다루고, 인공지능에 관한 기대와 우려를 포함한 여러 가지 관점의 상상을 제시하는데, 저자들은 단순히 기술의 공학적 이해에만 의존하지 않고 기술-사회-사람의 유기적 관계를 함께 고려하여 비평적으로 다루어야 한다는 공감대를 형성하는 데 이 책이 기여하기를 희망한다.",0.0,kyobo/book_img_074.jpg
75,인공지능 데이터해석학,Computer Science,강우규 외,2024.05.31,10%,"18,000원","정가20,000원","1,000p","인간과 인간의 의사소통이 언어로 이루어진다면, 인간과 AI의 의사소통은 ‘인문데이터’를 통하여 이루어진다. 우리는 컴퓨터 과학이나 자연언어처리를 위하여 숫자로 이루어진 표준 데이터 세트와 구별하기 위해서 인문데이터를 ‘인문학’의 범주로 분류하였다. 인문데이터는 인공지능 기술 발전이 인간의 가치와 윤리적 기준에 부합하도록 보장하는 기초적인 관점을 제공할 뿐만 아니라, AI가 사회문화적 맥락에 어떠한 영향을 미치는지 조명할 수 있다. 또한 AI 개발에 인간 중심적인 데이터의 속성과 정보를 제공하고, 나아가 AI가 인문학적 주제와 인간 사회에 대한 이해를 돕는 데 기여할 것으로 본다. 이를 통해 기술이 인간과 공감하면서 문화적으로 다양하게 인식되며, 윤리적으로 건전하게 개발될 수 있도록 하는 중추적인 연구 분야로 자리 잡을 것이다. 앞으로 AI가 감정 능력을 지니며 인간과 정서적으로 소통하기 위해서는 다양한 AI 인문데이터의 구축이 필요하다. 이 책에서 제시한 감정 데이터, 비윤리 데이터 등의 AI 인문데이터는 인간과 AI가 상호작용하기 위해서 인간의 감정, 윤리, 경험의 다면성, 복잡성 등을 고려하여 인간 주석자를 통해 구축되었으며, 한국인의 정서에 적합한 데이터를 구축했다는 점에서 의의가 있다. 이 책에서는 특히, AI 인문데이터의 구축과 활용의 실제를 살펴보는데, 인간의 마음을 다루는 어휘, 음성, 이미지 형태의 감정 데이터를 중심으로 인간의 복잡한 감정이 AI와 연결되도록 시도하고 있다. 구체적으로 한국어 감정 어휘를 24개의 감정 유형으로 구분하고 사전의 표제어와 용례를 기반으로 감정 어휘 사전을 구축했고, 데이터 설계와 구축 절차를 제공했으며, 딥러닝을 활용한 감성 분석을 제시했다.",0.0,kyobo/book_img_075.jpg
76,인공지능 관계소통학,Computer Science,이찬규 외,2024.05.31,10%,"18,900원","정가21,000원","1,050p","현대 사회의 소통형 AI 기술은 단방향 형태이든 쌍방향 형태이든, 모두 공감의 문제에서 비롯한다. 키오스크의 등장은 ‘감정노동자’의 상처를 덜기 위한 방법이라는 것이 중요한 하나의 요인이었고, 소셜 로봇 역시 소외된 사람의 외로움을 덜기 위한 도구로 개발되기 시작하였다. 인간의 대화는 협의와 조율이 중요하며, 이를 통해 발전적 관계와 맥락을 만들어 낸다. 이러한 특성을 가진 인간의 대화와 달리 AI나 로봇을 통한 대화는 화자나 청자의 역할이 고정되어 있고, 상호 맥락을 형성하면서 관계를 발전시켜 가지 않는다. 그럼에도 우리가 AI나 로봇과의 대화에서 위로나 위안을 얻는 이유는 대화를 조율하고 협의하는 과정에서 느끼는 피로감을 AI나 로봇과의 대화에서는 느끼지 않기 때문일 것이다. 이 책은 현재까지의 기술을 매개한, 또는 기술과의 커뮤니케이션 과정에서 나타나는 현상적 특성을 정리하는 데 중점을 두고 있다. 기술을 매개로 한 인간 사이의 소통과 관계, 인간과 기계 사이의 소통과 관계를 살펴봄으로써, 인공지능 시대 인간관계의 탈맥락화 위험에서 어떻게 우리 자신을 지켜 나가야 하는지 탐색한다. 이 책은 변화하는 이 시대에 대한 바른 이해를 통해 미래를 전망하고, 기술의 발전이 만들어 낼 새로운 관계를 더 건강하게 할 리터러시는 무엇인지 고민하며, 더 많은 사람이 함께하는 논의의 시작점이 될 것이다.",0.0,kyobo/book_img_076.jpg
77,인공지능 윤리규범학,Computer Science,김형주 외,2024.05.31,10%,"20,700원","정가23,000원","1,150p","‘테이’가 등장했다가 사라진 지는 햇수로 7년, ‘이루다’가 파란을 일으킨 지도 벌써 2년이 지났다. 이제 우리는 사람같이 말하는, 사람보다 더 똑똑한 기계 존재인 챗지피티(ChatGPT), 바드(Bard)와 같은 생성형 인공지능에 기대어 말을 하고 글을 쓰고 있다. 전통적으로 윤리는 ‘인간’의 삶과 행위에 관련된 것으로 간주되어 왔다. 그러나 사람을 친 자율주행차, 사람을 죽일 수 있는 킬러 로봇, 애인 행세를 하는 인공지능 인형에게 버림받은 독거인 등 우리 삶에 새로이 등장한 ‘인공지능’이 환기하는 수많은 윤리 문제는 우리에게 또 다른 어려운 과제로 떠오르고 있다. 우리 앞에 놓인 이 새로운 기술, 특히 ‘생성형 인공지능’의 등장은 이에 대한 관심을 집중시키고 증폭한다. 인공지능은 윤리적 주체일까? 아니면 한창 발전하고 있는 기술의 발목을 붙잡는 성가신 존재일 뿐일까? 개인정보와 프라이버시의 보호, 챗봇의 차별 및 혐오 발언, 기술 발전에 가려진 열악한 인간 노동 등, 이 주제를 둘러싼 문제와 쟁점은 매우 다양하다. 이에 기업, 정부, 학계, 시민단체, 종교계 등에서는 수많은 인공지능 윤리 가이드라인이나 윤리 원칙을 앞다투어 발표하고 있다. 이처럼 인공지능 윤리에 대한 논의는 매우 활발하게 진행 중이다. 이 책은 인공지능 윤리와 규범에 관하여 지금까지 이야기되어 온 수많은 논의들을 한데 모아 새로이 살펴본다. 철학과 법학 전공자들로 이루어진 공저자들은 ‘윤리란 무엇인가’라는 근본적인 물음에서 시작하여, 인공지능 윤리와 기술의 긴장 관계, 인공지능 윤리의 주체 및 책임 문제, 인공지능 윤리의 핵심 원칙과 가치 및 국내외 주요 사례, 인공지능 윤리론, 인공지능 관련 한국의 법 제도, 규범학에서 본 인공지능 윤리의 가치, 알고리즘과 법 등을 다룬다. 무엇보다 저자들은 이러한 논의가 인공지능 기술과 함께 살아가는 인간과 전체 공동체를 위한 논의여야 하며, 또한 우리가 만들 미래 사회가 어떤 모습이어야 하는지에 관한 논의가 되어야 함을 강조한다.",0.0,kyobo/book_img_077.jpg
78,최고의 프롬프트 엔지니어링 강의,Computer Science,김진중,2024.06.10,10%,"21,600원","정가24,000원","1,200p","프롬프트 엔지니어링이라면 흔히 ‘AI에게 질문하는 방법’이라고 생각하는 경우가 많지만, 정확히 말하면 ‘AI로부터 높은 수준의 결과물을 얻기 위한 양질의 프롬프트를 구성하는 작업’이라고 할 수 있다. 우리가 작성하는 프롬프트가 단순히 검색 포털에 질문을 입력하는 수준에서 벗어나려면 LLM 작동 원리를 이해하여 체계적으로 프롬프트를 구성하는 작업이 반드시 필요하다. 이 책은 프롬프트 엔지니어링의 방대한 내용을 프로그래밍 지식이 없는 사람도 이해하고 접근하기 쉽도록 컴팩트하고 짜임새 있게 전달한다. 인공지능 시대를 살아가는 데 꼭 필요한 상식과도 같은 프롬프트 엔지니어링을 기초 개념부터 실습까지 누구나 체계적으로 학습할 수 있도록 했다. 패스트캠퍼스의 인기 강의를 LLM 입문자도 학습하기 쉬운 형태로 재구성하였으며, 유튜브/블로그 제목 다듬기, 영어 단어장 만들기, 채용 인터뷰 질문 생성하기 등 실무에서 유용하게 사용할 수 있는 유형 위주로 실습 내용을 엄선하였다.",0.0,kyobo/book_img_078.jpg
79,제가 만든 GPT는 당신이 만든 GPT와 전혀 다릅니다,Computer Science,유호석,2024.06.10,10%,"19,800원","정가22,000원","1,100p","ChatGPT 등장 이후 누구나 쉽게 고성능의 맞춤형 AI 챗봇을 만들 수 있는 시대가 되었다. 『제가 만든 GPT는 당신이 만든 GPT와 전혀 다릅니다』는 100개 이상의 GPT를 직접 개발하고 마케팅, 기획, 코딩, 디자인, 교육 등 다양한 영역에서 활용하고 있는 저자가 GPT를 만들어 본 경험을 심층적으로 다루고 있는 책이다. 이 책은 어디에도 정리된 적 없는 GPT 아이디어 기획부터 출시까지의 과정, 더 똑똑한 GPT를 만들기 위한 효과적인 프롬프트 작성 팁과 GPT 기능 활용법, 차별화된 초격차 GPT를 만들기 위한 GPT 지식 및 API 활용법, 그리고 GPT를 마케팅하고 수익화하는 전략까지 집대성했다. 개발자가 아니어도, 복잡한 프로그래밍 지식이 없어도 저자가 만들어 국내에서 인기를 얻은 GPT를 직접 따라해 볼 수 있도록 구성했다. 이 책 한 권만 따라해도 시행착오 없이 인기 GPT 10개 이상을 만들어 보는 것은 물론, 상위 1%들의 GPT 만드는 최고의 노하우를 가장 쉬운 방법으로 배울 수 있다.",10,kyobo/book_img_079.jpg
80,"AGI, 인공일반지능의 이해(큰글자책)",Computer Science,이재성,2024.05.30,10%,"22,500원","정가25,000원","1,250p","인공일반지능이란 다양한 분야에 적용할 수 있는 인공지능이다. 이는 바둑의 알파고, 단백질 구조 예측의 알파폴드, 채팅의 챗GPT, 이미지 생성의 달리, 동영상 생성의 소라까지 인공지능마다 목표한 분야가 정해져 있고 그 목표 분야에서만 동작하는 인공협소지능과 구분된다. 지능 개념과 인공일반지능의 역사부터 인공일반지능이 만들어 갈 미래 시나리오까지 폭넓게 살핀다.",0.0,kyobo/book_img_080.jpg
81,AI 자율주행(큰글자책),Computer Science,안세진,2024.05.30,10%,"22,500원","정가25,000원","1,250p","자율주행 기술은 차량이 인간의 개입 없이 주변 환경을 인식하고 판단하며 안전하게 주행하는 기술을 말한다. 개발 초기 단계부터 교통사고 감소, 교통 혼잡 완화, 운송 비용 절감 등 여러 기대를 받았던 자율주행은 인공지능과 결합하며 상용화 가능성을 높이고 있다. 그러나 자율주행 자동차가 상용화되기 위해서는 아직 극복해야 할 기술적, 사회적, 법적 도전 과제가 남아 있다. 인공지능과 결합한 자율주행 기술의 핵심을 살피며 그 미래를 점쳐 본다.",0.0,kyobo/book_img_081.jpg
82,예약판매 AI가 훔쳐간 인문학,Computer Science,김철수,2024.06.05,10%,"14,400원","정가16,000원",800p,"인간이 인문학으로 세상을 이해했듯이, AI도 그 자신만의 인문학, 예를 들면 인공지능인문학 같은 것으로 세상을 이해하지 않을까? 그렇다면 이런 인공지능 시대에 사는 인간은 어떻게 살아야 할까? 어떻게 생각해야 할까? 어떤 존재가 돼야 할까? AI에 투영하여 인간을 이해하다 지난 수천 년간 인간이 신의 이름으로 답을 찾아왔다면 이제는 AI의 이름으로 답을 찾을 수 있지 않을까? AI가 어떻게 감정을 느끼고 생각하고 상상하고 자기 존재를 이해하는지를 보면서 인간을 더 잘 이해할 수 있지 않을까? 기술과 인문의 교차로에 서다 스티브 잡스가 말했다. “애플의 유전자를 구성하는 데는 단순히 기술만으로 충분하지 않습니다. 기술(Technology)이 인문학(Liberal Arts)과 만나면 비로소 우리의 심장이 뜁니다.” 그때 나도 조금 심장이 뛰었다. 그래서 이 책을 썼다.",0.0,kyobo/book_img_082.jpg
83,러닝 깃허브 액션,Computer Science,브렌트 래스터,2024.05.20,10%,"27,000원","정가30,000원","1,500p","깃허브 액션을 활용해 개발 시간을 단축하고 협업 효율을 높이세요! 오픈 소스 작가이자 트레이너, DevOps 디렉터인 저자가 완벽한 깃허브 사용법을 설명합니다. 액션과 워크플로가 무엇인지, 이를 프로세스에 통합해 개발 과정을 단순화, 표준화, 자동화하는 방법은 무엇인지 알아봅시다. 깃허브 액션으로 코드 유효성 검사부터 복잡한 배포 파이프라인까지 구현하세요. CI/CD를 처음 접하는 분부터 깃허브 액션 사용을 고민했던 개발자까지 프로젝트에 바로 적용할 수 있는 실무 중심의 내용을 담았습니다. 이제 깃허브 액션으로 개발 프로세스를 혁신하세요!",0.0,kyobo/book_img_083.jpg
84,AI 툴킷,Computer Science,김규태,2024.05.31,10%,"19,800원","정가22,000원","1,100p","챗GPT-4, GPTs, 미드저니부터 Musia One, Udio, Munute, VREW, Gamma까지 생성형 AI(인공지능) 실전 활용서 내 업무에 딱! 인공지능 트렌드를 익혀보고, 현재 가장 많이 사용하는 AI 툴을 카테고리별로 정리하여 알려줍니다. 업무 효율 향상을 위한 프롬프트 사용법부터 GPTS를 사용한 맞춤 챗봇까지 스마트한 직장인을 위한 인공지능 해결사가 되어 줍니다. 창업&마케팅도 단숨에! 정보 수집부터 기획, 제작, 검토 및 도출까지 AI를 활용한 다양한 작업을 체계적으로 알려줍니다. 스타트업을 위한 IR 피치텍 분석부터 광고 영상 제작, 콘텐츠 홍보까지 다양한 생성형 AI를 활용하여 시간과 비용을 절약할 수 있습니다. 누구나 즐기는 창작&취미 활동 실제 AI 툴이 필요한 사연을 제시하여 누구나 쉽게 상황에 맞게 응용하여 쓸 수 있도록 이해를 돕습니다. 동화 스토리텔링 및 삽화 제작, 동화책 출력부터 작사와 작곡, 음원 녹음 및 인공지능으로 마스터링까지 창작 활동을 즐길 수 있습니다. 생성형 AI(인공지능) 지도 제공 생성형 AI 툴을 사용 목적에 맞게 분류하여 소개합니다. 지식 검색, 이미지와 비디오 생성 및 편집, 음악 생성, 생산성 도구, 음성 기술, 교육, 엔터테인먼트 등 사용 목적에 따라 AI 툴을 분류하여 사용자가 언제 어디서나 쉽게 찾아 쓸 수 있도록 Gen AI Map을 제공합니다..",10,kyobo/book_img_084.jpg
85,GenAI: 생성 인공지능의 이해와 활용,Computer Science,김환,2024.05.21,10%,"17,100원","정가19,000원",950p,"생성형 AI의 세계, 한 권의 책으로 떠나는 흥미진진한 여정! 최근 몇 년 사이 생성형 AI 기술은 비약적인 발전을 이루었다. 챗GPT를 시작으로 불어온 생성형 AI의 열풍은 여전히 상승세를 이어가고 있다. 이른바 AI의 시대라고 해도 과언이 아니다. 그러나 일반인들도 AI 기술을 손쉽게 접할 수 있는 단계에 이른 지금도, 정작 생성형 AI의 정의와 활용법에 대하여 명확하게 아는 이는 드물다. 사람보다 더 빠르게 글을 써내고, 명령어 몇 번으로 근사한 그림을 그려내는 AI의 능력에 환호하는 동시에 기술이 불러올 변화에 대한 고민과 그 대응은 여전히 미진하기만 하다. 저자는 1부에서 ‘생성형 AI의 기초’를 다루며 개념을 잡고, 2부에서는 ‘생성형 AI 활용’에 있어 그 실제 사례와 활용법에 대하여 설명한다. 마지막으로 3부에서는 성큼 다가온 AI의 시대를 준비하는 법에 대해 이야기한다. 독자가 그 누구라도 AI의 세계에 흥미를 갖고, 시대의 흐름 앞에서 기술에 떠밀리는 대신 유용하게 활용할 수 있도록 전문적인 용어나 수식 대신 사례와 설명 중심으로 내용을 구성했다. 이 책은 독자들에게 생성형 AI 세계의 입문서로써 기술의 발전 방향과 바람직한 활용 방안에 대해 함께 고민할 수 있게 도와줄 뿐만 아니라, AI 시대를 살아가는 이들이 변화의 급류 앞에서 새로운 지평을 향해 두려움 없이 나아갈 수 있도록 길라잡이가 되어 줄 것이다.",0.0,kyobo/book_img_085.jpg
86,예약판매 데브옵스 핸드북 2/e,Software Engineering,진 킴 외,2024.05.31,10%,"31,500원","정가35,000원","1,750p","데브옵스(DevOps)란 소프트웨어의 개발(Development)과 운영(Operations)의 합성어로 소프트웨어 개발자와 정보 기술 전문가 사이의 소통과 협업, 그리고 통합을 통해 지속적이고 안정적으로 소프트웨어를 개발하고 운용하는 환경과 문화를 나타낸다. 2016년 1판 출간 이후 최신 연구 결과와 프랙티스, 사례 연구들을 기반으로 내용을 다듬고 보강해 2판을 출간했다. 2020년 COVID-19 팬데믹 이후 모든 것이 변해버린 오늘날, 이 책을 통해 데브옵스의 개념뿐만 아니라 데브옵스가 갖는 현대적인 의의는 물론 실제 개발에서 활용 가능한 다양한 개념과 원칙에 대한 통찰력을 얻을 수 있을 것이다.",0.0,kyobo/book_img_086.jpg
87,예제가 가득한 챗GPT 프롬프트 길라잡이,Software Engineering,이승우,2024.05.20,10%,"25,200원","정가28,000원","1,400p","수많은 챗GPT 사용 안내서 사이에서 지금 혼란스러운 독자들을 위해 만든 책이다. 챗GPT의 기초 이론부터 핵심 사용법인 프롬프트 작성법과 GPT4의 신규 기능까지, 챗GPT를 단 한 권으로 총망라했다. 다른 서비스를 일체 사용하지 않고,, 오직 챗GPT에만 집중하여 독자의 활용도를 극대화한다. 그리고 실제 생활이나 업무에서 바로 쓸 수 있는 330개 이상의 다양한 프롬프트를 제공한다. 제공되는 예시문은 작성 단계를 나눠 독자가 상황에 맞춰 자유자재로 변경할 수 있도록 했다. 예시문뿐만 아니라, 프롬프트를 쉽게 작성할 수 있는 공식과 언제든 재사용 가능한 템플릿도 제공한다. 더 좋은 질문을 보다 쉽게 작성하기 위해 챗GPT의 기초적인 이론 및 작동 원리와 사용법으로 책을 시작한다. 본문 중간에 삽입된 QR코드로 유튜브 강의도 볼 수 있어, 챗GPT를 처음 접하는 사용자도 어려움 없이 따라올 수 있게 했다. 용도별, 분야별로 나눠 제공하는 풍부한 프롬프트에 더불어 챗GPT 모바일앱, 유용한 GPTs, 최신 GPT4의 기능을 반영한 활용법까지 제안하기 때문에 이미 일정 수준까지 사용해 본 경험이 있는 사용자에게도 도움이 될 ‘챗GPT 길라잡이’이다.",10,kyobo/book_img_087.jpg
88,확률론적 머신러닝: 기본편,Software Engineering,케빈 머피,2024.05.31,10%,"72,000원","정가80,000원","4,000p","머신러닝의 원론과도 같은 책이다. 저자 케빈 머피는 브리티시컬럼비아대학교(University of British Columbia)에서 교수로 재직한 후 구글 딥마인드에서 팀을 이끌고 있는 저명한 학자로, 그의 머신러닝 관련 저서는 많은 독자에게 널리 사랑받아 왔다. 이 책은 딥러닝 뿐만 아니라 머신러닝 학습을 위한 기초적인 수학적 토대 및 다양한 방법론을 폭넓게 다루고 있으며, 머신러닝 학습에 깊이를 더하고자 하는 독자들에게 최고의 선택이 될 것이다.",0.0,kyobo/book_img_088.jpg
89,AI 코딩 어시스턴트 깃허브 코파일럿 제대로 활용하기,Software Engineering,다니엘 진가로 외,2024.05.21,10%,"25,200원","정가28,000원","1,400p","컴퓨터 프로그램을 작성하는 방식이 완전히 바뀌었습니다. 깃허브 코파일럿(GitHub Copilot)은 사람의 말로 프로그램이 수행하기를 원하는 작업을 설명하면 AI가 즉시 코드를 생성합니다. 이 책은 코드를 작성해 본 적이 없는 사람도 AI를 사용해 파이썬 프로그램을 만들고 개선할 수 있는 길을 보여줍니다. 프로그래밍의 자잘한 세부 사항에 시간을 낭비하는 대신, AI 어시스턴트로 아이디어를 즉시 실현하는 방법을 배워보세요. 책을 따라 하다 보면 AI 어시스턴트가 생성하는 내용을 이해하고 개선할 수 있을 만큼 파이썬 언어도 익힐 수 있습니다. 컴퓨터에서 파일을 옮기고 새로운 프로그램을 설치할 수 있는 사람이라면 누구나 유용한 소프트웨어 작성법을 배울 수 있습니다! ★ 이 책에서 다루는 내용 ★ ◎ 작업 코드에 대한 프롬프트 ◎ AI의 도움을 받아 수동으로 코드 수정하기 ◎ 프로그램에 대한 AI 테스트 ◎ 지루한 세부 작업을 AI에 맡기기",5,kyobo/book_img_089.jpg
90,양자 컴퓨팅의 이해,Software Engineering,엘레노어 리에펠 외,2024.05.30,10%,"36,000원","정가40,000원","2,000p","양자 컴퓨터를 이해하기 위한 기초 개념부터 양자 알고리듬과 견고한 양자계산에 대해 다루는 책이다. 1부에서는 기초적인 큐비트, 양자게이트 개념에서 시작해 측정과 얽힘과 같은 기본 개념을 다룬다. 2부에서는 대표적 양자 알고리듬인 쇼어 알고리듬과 그로버 알고리듬을 설명한다. 3부에서는 견고한 양자계산을 위해 결어긋남, 양자오류보정, 결함내성 양자계산과 같은 주제에 대해 설명한다.",0.0,kyobo/book_img_090.jpg
