product_id,product_number,category,name,base_price,price,unit_price,arrival,rating,reward,url
1519,7853608254,beauty,"미구하라 울트라 화이트닝 퍼펙트 앰플, 1개, 50ml","65,000","23,890","(10ml당 4,778원)",내일(토) 도착 보장,(14862),"최대 1,015원 적립",coupang_img\7853608254.jpg
1520,7068270019,beauty,"듀이셀 프라이빗케어 마스크팩, 2세트, 5매","90,000","29,000","(1개당 2,900원)",내일(토) 도착 보장,(7093),"최대 1,378원 적립",coupang_img\7068270019.jpg
1521,7329515980,beauty,"메디필 엑스트라 슈퍼 9 플러스 2.0, 250ml, 1개","24,900","15,620",(10ml당 625원),내일(토) 도착 보장,(909),최대 781원 적립,coupang_img\7329515980.jpg
1522,5912998230,beauty,"닥터방기원 속눈썹 영양제 너리싱 세럼, 15ml, 2개","43,800","16,400",(1ml당 547원),내일(토) 도착 보장,(7967),최대 820원 적립,coupang_img\5912998230.jpg
1523,7727853251,beauty,"일리윤 프레쉬 모이스춰 립 & 아이 리무버, 300ml, 1개","24,000","13,760",(10ml당 459원),내일(토) 도착 보장,(2520),최대 688원 적립,coupang_img\7727853251.jpg
1524,6592565800,beauty,"에스네이처 아쿠아 스쿠알란 세럼, 50ml, 1개","21,000","14,160","(10ml당 2,832원)",내일(토) 도착 보장,(1036),최대 708원 적립,coupang_img\6592565800.jpg
1525,7344992433,beauty,"지베르니 밀착 커버 파운데이션 30ml, 1개, 17호 포슬린","33,000","20,580","(10ml당 6,860원)",내일(토) 도착 보장,(1625),"최대 1,029원 적립",coupang_img\7344992433.jpg
1526,5547480247,beauty,"한스킨 클렌징오일 & 블랙헤드 BHA, 300ml, 1개","28,000","17,860",(10ml당 595원),내일(토) 도착 보장,(7152),최대 866원 적립,coupang_img\5547480247.jpg
1527,7194285254,beauty,"한스킨 클렌징오일 앤 블랙헤드 AHA, 300ml, 1개","28,000","17,860",(10ml당 595원),내일(토) 도착 보장,(6598),최대 893원 적립,coupang_img\7194285254.jpg
1528,6789669237,beauty,"피캄 베리어사이클 진정 토너 패드 160ml, 60개입, 1개","27,500","20,000",(1개당 333원),내일(토) 도착 보장,(3449),"최대 1,000원 적립",coupang_img\6789669237.jpg
1529,6512086016,beauty,"리코셀 촉촉 순한 마스크팩 10종 x 10p 세트, 100개입, 1개","50,000","19,710",(1개당 197원),내일(토) 도착 보장,(15739),최대 985원 적립,coupang_img\6512086016.jpg
1530,6842222561,beauty,"닥터지 닥터지 레드 블레미쉬 쿨 수딩 마스크, 10개입, 1개","40,000","12,930","(1개당 1,293원)",내일(토) 도착 보장,(1958),최대 646원 적립,coupang_img\6842222561.jpg
1531,7211657130,beauty,"에스트라 에이시카 365 카밍 하이드로 진정 토너, 250ml, 1개","30,000","19,890",(10ml당 796원),내일(토) 도착 보장,(518),최대 995원 적립,coupang_img\7211657130.jpg
1532,7280778514,beauty,"닥터에이지 시카 진정 필링패드, 60매, 2개","38,000","18,590",(1개당 155원),내일(토) 도착 보장,(19316),최대 827원 적립,coupang_img\7280778514.jpg
1533,6109557371,beauty,"바이오더마 센시비오 클렌징 H2O 500ml x 2p + 100ml, 1세트","37,500","35,750","(1세트당 35,750원)",내일(토) 도착 보장,(2503),"최대 1,788원 적립",coupang_img\6109557371.jpg
1534,5624932410,beauty,"나드 딥 모이스쳐 모공 토너, 500ml, 2개","30,000","11,900",(10ml당 119원),내일(토) 도착 보장,(9013),최대 505원 적립,coupang_img\5624932410.jpg
1535,1103663915,beauty,"닥터지 레드 블레미쉬 포 맨 올인원 플루이드, 150ml, 1개","32,000","17,000","(10ml당 1,133원)",내일(토) 도착 보장,(20725),최대 850원 적립,coupang_img\1103663915.jpg
1536,7046075757,beauty,"아이빛 젤네일 네일드릴 폴스드릴, 1개","50,000","19,950","(1개당 19,950원)",내일(토) 도착 보장,(4292),최대 998원 적립,coupang_img\7046075757.jpg
1537,7086181945,beauty,"에스쁘아 워터 스플래쉬 세라마이드 선크림 SPF50+ PA++++, 60ml, 2개","44,000","21,900","(10ml당 1,825원)",내일(토) 도착 보장,(6982),"최대 1,095원 적립",coupang_img\7086181945.jpg
1538,6059219645,beauty,"아크로패스 대용량 패치 24p + 스킨 클렌저 12p 세트, 1세트, 1세트","44,000","26,900","(1개당 26,900원)",내일(토) 도착 보장,(4078),"최대 1,210원 적립",coupang_img\6059219645.jpg
1539,1473062788,beauty,"닥터지 그린 마일드 업 선 플러스 SPF50+ PA++++, 35ml, 2개","48,000","21,900","(10ml당 3,129원)",내일(토) 도착 보장,(38708),"최대 1,040원 적립",coupang_img\1473062788.jpg
1540,7764038676,beauty,"라운드랩 1025 독도 로션, 400ml, 2개","80,000","29,100",(10ml당 364원),내일(토) 도착 보장,(18411),"최대 1,455원 적립",coupang_img\7764038676.jpg
1541,1414809213,beauty,"라운드랩 독도 토너, 500ml, 2개","60,000","25,820",(10ml당 258원),내일(토) 도착 보장,(41181),"최대 1,291원 적립",coupang_img\1414809213.jpg
1542,7551676950,beauty,"메디토크림 목 얼굴 피부 제거, 1개, 30ml","35,900","24,800","(10ml당 8,267원)",6/4(화) 도착 예정,(96),"최대 1,240원 적립",coupang_img\7551676950.jpg
1543,1975842261,beauty,"쏘내추럴 메이크업 세팅 멀티 매직 실러 픽서, 10ml, 1개","14,000","12,390","(10ml당 12,390원)",내일(토) 도착 보장,(1816),최대 620원 적립,coupang_img\1975842261.jpg
1544,7370241542,beauty,"에스트라 에이시카 365 소프트 진정 팩 패드 100ml, 60매입, 1개","28,000","18,880",(1개당 315원),내일(토) 도착 보장,(562),최대 944원 적립,coupang_img\7370241542.jpg
1545,7183753856,beauty,"닥터지 브라이트닝 업 선 플러스 SPF50+ PA+++, 35ml, 1개","26,000","12,980","(10ml당 3,709원)",내일(토) 도착 보장,(22083),최대 643원 적립,coupang_img\7183753856.jpg
1546,7169787373,beauty,"피지오겔 데일리 모이스쳐 테라피 페이셜 로션, 2개, 200ml","76,000","32,280",(10ml당 807원),내일(토) 도착 보장,(26764),"최대 1,614원 적립",coupang_img\7169787373.jpg
1547,1716575378,beauty,"쏘내추럴 올 데이 메이크업 픽서, 100ml, 1개","21,000","16,130","(10ml당 1,613원)",내일(토) 도착 보장,(14909),최대 806원 적립,coupang_img\1716575378.jpg
1548,6641056251,beauty,"AHC 바이탈 골든 콜라겐 스페셜 기초화장품 스킨케어 5종 세트+쇼핑백, 1세트","119,600","35,760","(1세트당 35,760원)",내일(토) 도착 보장,(22630),"최대 1,738원 적립",coupang_img\6641056251.jpg
1549,7699046265,beauty,"닥터지 레드 블레미쉬 멀티 플루이드 로션, 100ml, 2개","23,740","23,140","(10ml당 1,157원)",내일(토) 도착 보장,(6583),"최대 1,157원 적립",coupang_img\7699046265.jpg
1550,7166913299,beauty,"더마팩토리 나이아신아마이드 20% 세럼 30ml x 4개, 1개","42,500","36,980","(10ml당 12,327원)",6/4(화) 도착 예정,(4423),"최대 1,849원 적립",coupang_img\7166913299.jpg
1551,5585393864,beauty,"닥터방기원 pH 밸런싱 약산성 클렌징 젤, 2개, 200ml","20,000","11,400",(10ml당 285원),내일(토) 도착 보장,(4043),최대 570원 적립,coupang_img\5585393864.jpg
1552,6515656137,beauty,"부케가르니 나드 티트리 진정 수분 마스크팩 23ml, 1개입, 30개","18,000","14,900",(1개당 497원),내일(토) 도착 보장,(1180),최대 745원 적립,coupang_img\6515656137.jpg
1553,6500909156,beauty,"센카 올 클리어 더블 워시 폼, 150ml, 2개","23,800","19,810",(10ml당 660원),내일(토) 도착 보장,(3718),최대 990원 적립,coupang_img\6500909156.jpg
1554,7325691924,beauty,"씨케이디 레티노 콜라겐 괄사 목주름 크림 50ml + 콜라겐 앰플 1ml 3p 세트, 1세트","17,000","16,640","(10ml당 3,328원)",내일(토) 도착 보장,(1303),최대 832원 적립,coupang_img\7325691924.jpg
1555,6583481492,beauty,"셀퓨전씨 포스트알파 쿨링패드 70p, 70매, 1개","23,000","14,500",(1개당 207원),내일(토) 도착 보장,(1157),최대 710원 적립,coupang_img\6583481492.jpg
1556,1690043114,beauty,"바닐라코 클린 잇 제로 포어 클래리파잉 클렌징 밤, 180ml, 1개","28,000","21,150","(10ml당 1,175원)",내일(토) 도착 보장,(6496),"최대 1,058원 적립",coupang_img\1690043114.jpg
1557,339413894,beauty,"토니모리 원더 아쿠아 수분크림, 300ml, 1개","15,000","11,880",(10ml당 396원),내일(토) 도착 보장,(9787),최대 582원 적립,coupang_img\339413894.jpg
1558,6936824598,beauty,"일리윤 세라마이드 아토로션 무향, 528ml, 1개","24,900","16,430",(10ml당 311원),내일(토) 도착 보장,(93627),최대 821원 적립,coupang_img\6936824598.jpg
1559,2512769,beauty,"은율 내츄럴 콜라겐 마스크팩, 1개입, 50개","25,000","17,500",(1개당 350원),내일(토) 도착 보장,(16816),최대 875원 적립,coupang_img\2512769.jpg
1560,106265,beauty,"폰즈 클리어 훼이스 스파립앤아이 메이크업 리무버, 120ml, 3개","29,700","13,740",(10ml당 382원),내일(토) 도착 보장,(32327),최대 687원 적립,coupang_img\106265.jpg
1561,7090748589,beauty,"닥터지 레드 블레미쉬 수딩 업 선 35ml + 35ml 듀오 세트 SPF50+ PA++++, 1세트","48,000","19,900","(10ml당 5,686원)",내일(토) 도착 보장,(1352),최대 985원 적립,coupang_img\7090748589.jpg
1562,6135464627,beauty,"닥터아토 쿨링 선 스프레이 SPF50+ PA+++, 2개, 150ml","15,860","14,280",(10ml당 476원),내일(토) 새벽 도착 보장,(497),최대 714원 적립,coupang_img\6135464627.jpg
1563,7232503577,beauty,"AHC 마스터즈 아쿠아 리치 선크림 SPF50+ PA++++, 2개, 30ml","24,000","15,640","(10ml당 2,607원)",내일(토) 도착 보장,(899),최대 782원 적립,coupang_img\7232503577.jpg
1564,6174360973,beauty,"닥터에이지 시카 리페어크림, 50ml, 2개","36,000","17,900","(10ml당 1,790원)",내일(토) 도착 보장,(8079),최대 895원 적립,coupang_img\6174360973.jpg
1565,7432261489,beauty,"토니모리 더 촉촉 그린티 수분 2종 세트, 1세트","31,000","21,350","(1세트당 21,350원)",내일(토) 도착 보장,(20403),"최대 1,068원 적립",coupang_img\7432261489.jpg
1566,7510884259,beauty,"일리윤 저자극 이지워시 선크림 SPF50+ PA++++, 150ml, 1개","33,900","19,500","(10ml당 1,300원)",내일(토) 도착 보장,(5685),최대 975원 적립,coupang_img\7510884259.jpg
1567,7214805551,beauty,"에스트라 더마UV365 장벽수분 무기자차 선크림 SPF50+ PA++++, 25ml, 1개","20,000","15,490","(10ml당 6,196원)",내일(토) 도착 보장,(759),최대 775원 적립,coupang_img\7214805551.jpg
1568,7088712132,beauty,"AHC 세이프온 마일드 선쿠션 SPF50+ PA++++, 25g, 2개","58,000","30,020","(10g당 6,004원)",내일(토) 도착 보장,(2246),"최대 1,501원 적립",coupang_img\7088712132.jpg
1569,7322760799,beauty,"마르시끄 링클 리페어 미간 주름 패치, 55개입, 1개","30,000","19,900",(1개당 362원),내일(토) 도착 보장,(11392),최대 995원 적립,coupang_img\7322760799.jpg
1570,8080371062,beauty,"에이지투웨니스 시그니처 에센스 커버 팩트 인텐스 케이스 1개 + 리필 2개, 21호, 1세트","40,000","22,400","(10g당 8,000원)",내일(토) 도착 보장,(32614),"최대 1,120원 적립",coupang_img\8080371062.jpg
1571,7490651802,beauty,"김정문알로에 큐어 리알로에 수딩젤, 150ml, 2개","50,000","12,500",(10ml당 417원),내일(토) 도착 보장,(2886),최대 625원 적립,coupang_img\7490651802.jpg
1572,6470133507,beauty,"셀리맥스 어성초 BHA 지우개 필링 패드, 60매입, 2개","34,000","18,660",(1개당 156원),내일(토) 도착 보장,(39561),최대 840원 적립,coupang_img\6470133507.jpg
1573,87933921,beauty,"맥스클리닉 히알루론 비타 오일 폼, 110g, 1개","15,060","13,520","(10g당 1,229원)",내일(토) 도착 보장,(6824),최대 655원 적립,coupang_img\87933921.jpg
1574,6590527934,beauty,"부케가르니 나드 딥클리어 클렌징폼, 500ml, 2개","30,000","15,900",(10ml당 159원),내일(토) 도착 보장,(7267),최대 675원 적립,coupang_img\6590527934.jpg
1575,7281183572,beauty,"클린 웜 코튼 오 드 퍼퓸, 30ml, 1개","55,000","24,550","(10ml당 8,183원)",내일(토) 도착 보장,(14191),"최대 1,215원 적립",coupang_img\7281183572.jpg
1576,6995056735,beauty,"코리아나 앰플엔 펩타이드샷 앰플 대용량, 100ml, 1개","17,900","15,520","(10ml당 1,552원)",내일(토) 도착 보장,(11893),최대 737원 적립,coupang_img\6995056735.jpg
1577,7525760486,beauty,"닥터지 블랙 스네일 토너 150ml + 에멀전 150ml 스페셜 선물세트, 1세트","54,000","24,200","(1세트당 24,200원)",내일(토) 도착 보장,(1679),"최대 1,198원 적립",coupang_img\7525760486.jpg
1578,7810070069,beauty,"입큰 스킨피니쉬 팩트 파우더 + 리필, 21호 누드베이지, 1세트","25,000","14,470","(10g당 5,675원)",내일(토) 도착 보장,(18224),최대 724원 적립,coupang_img\7810070069.jpg
1579,6633183483,beauty,"닥터지 약산성 클렌징 젤 폼, 200ml, 1개","25,000","10,500",(10ml당 525원),내일(토) 도착 보장,(13119),최대 525원 적립,coupang_img\6633183483.jpg
1580,7088724221,beauty,"닥터지 블랙 스네일 프레스티지 토너 + 에멀전 + 앰플 + 크림 15ml 세트, 1세트","84,000","37,700","(1세트당 37,700원)",내일(토) 도착 보장,(3033),"최대 1,866원 적립",coupang_img\7088724221.jpg
1581,2136428032,beauty,"이지덤 뷰티 스팟패치, 42매, 3개","23,400","21,000",(1개당 167원),내일(토) 도착 보장,(17038),"최대 1,050원 적립",coupang_img\2136428032.jpg
1582,7183753856,beauty,"닥터지 브라이트닝 업 선 플러스 SPF50+ PA+++, 35ml, 2개","52,000","24,000","(10ml당 3,429원)",내일(토) 도착 보장,(22083),"최대 1,140원 적립",coupang_img\7183753856.jpg
1583,7052897059,beauty,"머지 데일리 메이크업 삼각 퍼프 스펀지 100p, 1개","16,800","14,280","(1개당 14,280원)",내일(토) 도착 보장,(1742),최대 606원 적립,coupang_img\7052897059.jpg
1584,7057960959,beauty,"AHC 온리포맨 스킨케어 2종 + 쇼핑백 세트, 1세트","49,000","19,490","(1세트당 19,490원)",내일(토) 도착 보장,(21756),최대 925원 적립,coupang_img\7057960959.jpg
1585,28253537,beauty,"코스노리 화이트닝 드레스 톤업크림, 50ml, 1개","26,000","15,200","(10ml당 3,040원)",내일(토) 도착 보장,(13873),최대 760원 적립,coupang_img\28253537.jpg
1586,7549485231,beauty,"한스킨 클렌징오일 앤 블랙헤드 PHA, 1개, 300ml","28,000","18,820",(10ml당 627원),내일(토) 도착 보장,(26190),최대 922원 적립,coupang_img\7549485231.jpg
1587,7728889235,beauty,"코스알엑스 더 비타민씨 13 세럼, 20ml, 1개","18,000","12,550","(10ml당 6,275원)",내일(토) 도착 보장,(1040),최대 628원 적립,coupang_img\7728889235.jpg
1588,1919554060,beauty,"파파레서피 블레미쉬 효소 파우더 클렌저, 50g, 1개","18,000","13,800","(10g당 2,760원)",내일(토) 도착 보장,(7827),최대 690원 적립,coupang_img\1919554060.jpg
1589,8092651049,beauty,"바닐라코 클린 잇 제로 오리지널 클렌징밤 트래블 키트, 48ml, 1개","14,000","11,200","(10ml당 2,333원)",내일(토) 도착 보장,(4),최대 532원 적립,coupang_img\8092651049.jpg
1590,6149159486,beauty,"달바 워터풀 톤업 선크림 SPF 50+ PA++++ 50ml x 2p + 밸런싱 비건 젤 클렌저 15ml 세트, 1세트","68,000","34,890","(10ml당 6,978원)",내일(토) 도착 보장,(12759),"최대 1,657원 적립",coupang_img\6149159486.jpg
1591,7701372152,beauty,"OBge 내추럴 커버 파운데이션 SPF50+ PA++++ 13g, 1호 아이보리, 1개","46,000","29,790","(10g당 22,915원)",내일(토) 도착 보장,(13927),"최대 1,445원 적립",coupang_img\7701372152.jpg
1592,6492007298,beauty,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml, 1개","47,500","22,170","(10ml당 1,478원)",내일(토) 도착 보장,(51993),"최대 1,109원 적립",coupang_img\6492007298.jpg
1593,7156922884,beauty,"달바 세럼 글로우 픽싱 커버 쿠션 SPF50+ 17g, 21호, 1개","52,000","23,900","(10g당 14,059원)",내일(토) 도착 보장,(473),"최대 1,195원 적립",coupang_img\7156922884.jpg
1594,8080371062,beauty,"에이지투웨니스 시그니처 에센스 커버 팩트 인텐스 케이스 1개 + 리필 2개, 13호, 1세트","40,000","22,400","(10g당 8,000원)",내일(토) 도착 보장,(32614),"최대 1,120원 적립",coupang_img\8080371062.jpg
1595,6342739001,beauty,"버츠비 모이스춰라이징 립밤 3개입, 비즈왁스, 4.25g, 4개","32,480","26,760","(1g당 1,574원)",내일(토) 도착 보장,(16813),"최대 1,338원 적립",coupang_img\6342739001.jpg
1596,1731531415,beauty,"닥터방기원 나노 버블 클렌징폼, 200ml, 2개","25,800","10,800",(10ml당 270원),내일(토) 도착 보장,(55776),최대 480원 적립,coupang_img\1731531415.jpg
1597,7088737172,beauty,"AHC 마스터즈 에어리치 선스틱 SPF50+ PA++++, 14g, 3개","63,000","27,300","(10g당 6,500원)",내일(토) 도착 보장,(9902),"최대 1,365원 적립",coupang_img\7088737172.jpg
1598,7281183572,beauty,"클린 웜 코튼 오 드 퍼퓸, 60ml, 1개","89,000","38,200","(10ml당 6,367원)",내일(토) 도착 보장,(14191),"최대 1,890원 적립",coupang_img\7281183572.jpg
1599,4972389618,beauty,"아이오페 슈퍼바이탈 소프너, 150ml, 1개","60,000","34,930","(10ml당 2,329원)",내일(토) 도착 보장,(1849),"최대 1,746원 적립",coupang_img\4972389618.jpg
1600,7088712132,beauty,"AHC 세이프온 마일드 선쿠션 SPF50+ PA++++, 25g, 1개","29,000","15,760","(10g당 6,304원)",내일(토) 도착 보장,(2246),최대 788원 적립,coupang_img\7088712132.jpg
1601,6528308071,beauty,"데이셀 닥터비타 비타민 선스프레이 (SPF50+ PA++++), 2개, 150ml","50,000","23,440",(10ml당 781원),내일(토) 도착 보장,(1812),"최대 1,172원 적립",coupang_img\6528308071.jpg
1602,42698932,beauty,"쿤달 울트라 마이크로 휩 펄라이트 폼클렌징, 175ml, 3개","23,700","16,590",(10ml당 316원),내일(토) 도착 보장,(29683),최대 705원 적립,coupang_img\42698932.jpg
1603,7278716792,beauty,"원씽 병풀 추출물, 300ml, 1개","18,000","13,250",(10ml당 442원),내일(토) 도착 보장,(2498),최대 663원 적립,coupang_img\7278716792.jpg
1604,6569729280,beauty,"은율 데일리 케어 선스틱 플러스 SPF 50+ PA++++, 23g, 2개","22,000","16,900","(10g당 3,674원)",내일(토) 도착 보장,(6654),최대 845원 적립,coupang_img\6569729280.jpg
1605,7709322161,beauty,"나이팅게일 데일리 더마 클렌징 패드 마일드 70매 + 10매, 1세트","24,000","13,080","(10매당 1,869원)",내일(토) 도착 보장,(3854),최대 589원 적립,coupang_img\7709322161.jpg
1606,6765527277,beauty,"제이숲 딥그린제이 검정콩 단백질 속눈썹 영양제, 10ml, 1개","18,000","11,900","(1ml당 1,190원)",내일(토) 도착 보장,(3742),최대 595원 적립,coupang_img\6765527277.jpg
1607,319193148,beauty,"셀퓨전씨 스틱 썬스크린 100 SPF50+ PA++++, 19g, 1개","25,000","12,500","(10g당 6,579원)",내일(토) 도착 보장,(4082),최대 606원 적립,coupang_img\319193148.jpg
1608,6756343706,beauty,"부케가르니 나드 약산성 버블 클렌징폼, 500ml, 2개","38,000","17,900",(10ml당 179원),내일(토) 도착 보장,(10173),최대 895원 적립,coupang_img\6756343706.jpg
1609,5715573812,beauty,"토니모리 원더 히알루론산 촉촉 앰플, 1개, 100ml","15,000","9,980",(10ml당 998원),내일(토) 도착 보장,(1750),최대 494원 적립,coupang_img\5715573812.jpg
1610,6516287966,beauty,"라운드랩 소나무 진정 시카 마스크, 1개입, 10개","30,000","13,500","(1개당 1,350원)",내일(토) 도착 보장,(1001),최대 675원 적립,coupang_img\6516287966.jpg
1611,7251215104,beauty,"이니스프리 비자 바하 트러블 토너, 170ml, 1개","19,000","12,000",(10ml당 706원),내일(토) 도착 보장,(1576),최대 600원 적립,coupang_img\7251215104.jpg
1612,297207,beauty,"키스미 히로인메이크 스무스 리퀴드 아이라이너 N 0.4ml, 브라운, 2개","36,000","17,580","(1개당 8,790원)",내일(토) 도착 보장,(21168),최대 879원 적립,coupang_img\297207.jpg
1613,35285539,beauty,"LG생활건강 수려한 본 탄력 크림, 75ml, 1통","55,000","28,370","(10ml당 3,783원)",내일(토) 도착 보장,(1461),"최대 1,419원 적립",coupang_img\35285539.jpg
1614,8080371062,beauty,"에이지투웨니스 시그니처 에센스 커버 팩트 인텐스 케이스 1개 + 리필 2개, 23호, 1세트","40,000","22,400","(10g당 8,000원)",내일(토) 도착 보장,(32614),"최대 1,120원 적립",coupang_img\8080371062.jpg
1615,28318369,beauty,"에스엔피 골드 콜라겐 아이 패치, 60개입, 1개","23,000","17,000",(1개당 283원),내일(토) 도착 보장,(24841),최대 723원 적립,coupang_img\28318369.jpg
1616,69289526,beauty,"에네스티 유브이 컷 퍼펙트 선스틱 SPF50+ PA+++, 23g, 2개","18,040","14,380","(10g당 3,126원)",내일(토) 도착 보장,(7206),최대 592원 적립,coupang_img\69289526.jpg
1617,4500298441,beauty,"메디힐 히알루 모이스트 에센스 마스크 20ml, 1개입, 15개","22,500","15,230","(1개당 1,015원)",내일(토) 도착 보장,(6802),최대 761원 적립,coupang_img\4500298441.jpg
1618,7784166663,beauty,"메디힐 더블 카밍 워터 마스크+히알루 모이스트 에센스 마스크+펩타 리프팅 앰플 마스크, 30매, 1세트","45,000","21,240",(1개당 708원),내일(토) 도착 보장,(28641),"최대 1,062원 적립",coupang_img\7784166663.jpg
1619,7440401895,beauty,"에스트라 아토베리어 365 크림, 80ml, 1개","31,000","18,710","(10ml당 2,339원)",내일(토) 도착 보장,(2420),최대 935원 적립,coupang_img\7440401895.jpg
1620,7988866251,beauty,"삐아 오 스테이 컨실러 8.5g, 21 라이트, 1개","15,000","12,750","(10g당 15,000원)",내일(토) 도착 보장,(19),최대 638원 적립,coupang_img\7988866251.jpg
1621,1923522275,beauty,"코스노리 롱 액티브 아이래쉬 세럼 속눈썹 영양제, 9g, 1개","18,000","12,650","(1g당 1,406원)",내일(토) 도착 보장,(19378),최대 633원 적립,coupang_img\1923522275.jpg
1622,7185632987,beauty,"부케가르니 나드 AHA PHA 딥 클렌징 오일, 1개, 500ml","28,000","13,900",(10ml당 278원),내일(토) 도착 보장,(6830),최대 695원 적립,coupang_img\7185632987.jpg
1623,7784368085,beauty,"아이오페 맨 올데이 퍼펙트 톤업 올인원, 선택완료, 1개, 120ml","25,570","23,420","(10ml당 1,952원)",내일(토) 도착 보장,(4836),"최대 1,112원 적립",coupang_img\7784368085.jpg
1624,6577885852,beauty,"부케가르니 나드 UV 쉴드 선크림 SPF50+ PA++++, 50ml, 2개","30,000","13,900","(10ml당 1,390원)",내일(토) 도착 보장,(1474),최대 695원 적립,coupang_img\6577885852.jpg
1625,7690143613,beauty,"센카 퍼펙트 휩 프레시 클렌징 폼, 100g, 3개","26,400","19,870",(10g당 662원),내일(토) 도착 보장,(24622),최대 994원 적립,coupang_img\7690143613.jpg
1626,7525202081,beauty,"블랙체리 모공수축크림 대용량 모공축소 로프디, 100ml, 1개","58,000","19,900","(10ml당 1,990원)",6/4(화) 도착 예정,(185),최대 995원 적립,coupang_img\7525202081.jpg
1627,7312474183,beauty,"이니스프리 톤업 노세범 선스크린 EX SPF50+ PA++++, 2개, 60ml","44,000","23,240","(10ml당 1,937원)",내일(토) 도착 보장,(2717),"최대 1,162원 적립",coupang_img\7312474183.jpg
1628,297207,beauty,"키스미 히로인메이크 스무스 리퀴드 아이라이너 N 0.4ml, 딥블랙, 2개","36,000","17,580","(1개당 8,790원)",내일(토) 도착 보장,(21168),최대 879원 적립,coupang_img\297207.jpg
1629,1556632809,beauty,"라운드랩 1025 독도 클렌저 클렌징 폼, 150ml, 2개","26,000","16,000",(10ml당 533원),내일(토) 도착 보장,(20864),최대 800원 적립,coupang_img\1556632809.jpg
1630,1706630764,beauty,"포니이펙트 커버스테이 쿠션 파운데이션 EX 본품 15g + 리필 15g, 002내추럴아이보리, 1세트","42,000","23,900","(10g당 15,933원)",내일(토) 도착 보장,(5395),최대 933원 적립,coupang_img\1706630764.jpg
1631,6656647441,beauty,"아이오페 맨 프로 레티놀 올인원, 1개, 120ml","38,000","24,290","(10ml당 2,024원)",내일(토) 도착 보장,(5094),"최대 1,165원 적립",coupang_img\6656647441.jpg
1632,1954900253,beauty,"은율 데일리케어 퓨어 버블 약산성 5.5 폼클렌징, 500ml, 1개","18,500","12,800",(10ml당 256원),내일(토) 도착 보장,(5985),최대 538원 적립,coupang_img\1954900253.jpg
1633,1423124805,beauty,"차앤박 톤 업 프로텍션 선크림 SPF42 PA+++, 50ml, 1개","28,000","13,370","(10ml당 2,674원)",내일(토) 도착 보장,(3835),최대 669원 적립,coupang_img\1423124805.jpg
1634,7144393354,beauty,"이니스프리 New 그린티 히알루론산 고수분 로션, 170ml, 1개","21,000","12,880",(10ml당 758원),내일(토) 도착 보장,(1938),최대 644원 적립,coupang_img\7144393354.jpg
1635,345494284,beauty,"존바바토스 아티산 EDT, 125ml, 1개","120,000","42,490","(10ml당 3,399원)",내일(토) 도착 보장,(34453),"최대 2,103원 적립",coupang_img\345494284.jpg
1636,6805133888,beauty,"머지 더 퍼스트 브로우 펜슬 0.3g, B2 피칸 브라운, 2개","13,800","9,900","(1개당 4,950원)",내일(토) 도착 보장,(44443),최대 495원 적립,coupang_img\6805133888.jpg
1637,7784166663,beauty,"메디힐 더블 카밍 워터 마스크+히알루 모이스트 에센스 마스크+펩타 리프팅 앰플 마스크, 15매, 1세트","22,500","15,690","(1개당 1,046원)",내일(토) 도착 보장,(28641),최대 785원 적립,coupang_img\7784166663.jpg
1638,6268053607,beauty,"센텔리안24 더 마데카 크림, 50ml, 2개","70,000","17,500","(10ml당 1,750원)",내일(토) 도착 보장,(32032),최대 875원 적립,coupang_img\6268053607.jpg
1639,7043952238,beauty,"아이오페 히아루로닉 스페셜 2종, 1세트","57,000","39,900","(1세트당 39,900원)",내일(토) 도착 보장,(6593),"최대 1,835원 적립",coupang_img\7043952238.jpg
1640,7701372152,beauty,"OBge 내추럴 커버 파운데이션 SPF50+ PA++++ 13g, 2호 베이지, 1개","46,000","29,790","(10g당 22,915원)",내일(토) 도착 보장,(13927),"최대 1,445원 적립",coupang_img\7701372152.jpg
1641,7246719596,beauty,"닥터지 레드 블레미쉬 수딩 업 선스틱 듀오 2p SPF50 PA++++, 42g, 1개","50,000","19,360","(10g당 4,610원)",내일(토) 도착 보장,(793),최대 968원 적립,coupang_img\7246719596.jpg
1642,7791800880,beauty,"린제이 프리미엄 티트리 모델링팩 1kg, 1개입, 1개","17,890","17,000","(1개당 17,000원)",내일(토) 도착 보장,(14136),최대 850원 적립,coupang_img\7791800880.jpg
1643,6850315695,beauty,"바닐라코 커버리셔스 얼티밋 화이트 쿠션 파운데이션 14g, 19 라이트, 1개","30,000","17,100","(10g당 12,214원)",내일(토) 도착 보장,(5200),최대 855원 적립,coupang_img\6850315695.jpg
1644,6615366592,beauty,"파녹실 애크니 포밍 워시 맥시멈 스트렝스, 156g, 3개","60,000","23,220",(10g당 496원),6/18 도착 예정,(210),"최대 1,161원 적립",coupang_img\6615366592.jpg
1645,7766828067,beauty,"[쿠팡특가] Dr..Jouer 닥터쥬이 ( 레이저 피부과 재생크림 리쥬란 피부 진정 크림 재생연고 점뺀후 재생크림 진정크림 ) 자생크림 마데카크림 50ml, 50g, 1개","49,000","19,990","(10g당 3,998원)",내일(토) 도착 보장,(655),"최대 1,000원 적립",coupang_img\7766828067.jpg
